ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location,tract_id
10007226,HY197030,03/24/2015 05:50:00 PM,015XX S CENTRAL PARK AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE PORCH/HALLWAY,False,True,1021,10,24,29,08B,1152625.0,1892170.0,2015,02/10/2018 03:50:01 PM,41.859972193000004,-87.71523573,"(41.859972193, -87.71523573)",1400000US1703117031291200
10007229,HY197033,03/24/2015 05:20:00 PM,051XX W CONCORD PL,1330,CRIMINAL TRESPASS,TO LAND,ABANDONED BUILDING,False,False,2533,25,37,25,26,1142063.0,1910490.0,2015,02/10/2018 03:50:01 PM,41.910446631999996,-87.753552071,"(41.910446632, -87.753552071)",1400000US1703117031250200
10007231,HY196928,03/24/2015 04:45:00 PM,021XX S KEDZIE AVE,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,False,False,1022,10,24,30,03,1155355.0,1889562.0,2015,02/10/2018 03:50:01 PM,41.85276118,-87.70528461399999,"(41.85276118, -87.705284614)",1400000US1703117031841700
10007232,HY196869,03/24/2015 04:26:00 PM,070XX S CRANDON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE PORCH/HALLWAY,False,True,331,3,5,43,08B,1192538.0,1858860.0,2015,02/10/2018 03:50:01 PM,41.767685849,-87.5698145,"(41.767685849, -87.5698145)",1400000US1703117031430102
10007233,HY197002,03/24/2015 10:45:00 AM,007XX S JEFFERSON ST,0810,THEFT,OVER $500,STREET,False,False,124,1,2,28,06,1172429.0,1897207.0,2015,02/10/2018 03:50:01 PM,41.873379849,-87.642392089,"(41.873379849, -87.642392089)",1400000US1703117031841900
10007235,HY196957,03/24/2015 04:45:00 PM,026XX W CULLERTON ST,0810,THEFT,OVER $500,STREET,False,False,1023,10,28,30,06,1159005.0,1890305.0,2015,02/10/2018 03:50:01 PM,41.854726012,-87.691867552,"(41.854726012, -87.691867552)",1400000US1703117031840700
10007236,HY196923,03/24/2015 04:30:00 PM,087XX S GREENWOOD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,False,412,4,8,47,08B,1185072.0,1847343.0,2015,02/10/2018 03:50:01 PM,41.736260654,-87.59754133,"(41.736260654, -87.59754133)",1400000US1703117031470100
10007237,HY196932,03/24/2015 11:00:00 AM,024XX W 63RD ST,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,SIDEWALK,False,False,825,8,15,66,04A,1160984.0,1862809.0,2015,02/10/2018 03:50:01 PM,41.779232888,-87.685364796,"(41.779232888, -87.685364796)",1400000US1703117031660600
10007238,HY196843,03/24/2015 03:00:00 PM,028XX S WESTERN AVE,0810,THEFT,OVER $500,"SCHOOL, PUBLIC, GROUNDS",False,False,1034,10,25,31,06,1160841.0,1885225.0,2015,02/10/2018 03:50:01 PM,41.840748121,-87.685269347,"(41.840748121, -87.685269347)",1400000US1703117031841300
10007239,HY196963,03/24/2015 04:45:00 PM,033XX N WESTERN AVE,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,False,False,1921,19,47,5,06,1159751.0,1922187.0,2015,02/10/2018 03:50:01 PM,41.94219754,-87.688249516,"(41.94219754, -87.688249516)",1400000US1703117031051000
10007241,HY196968,03/24/2015 04:55:00 PM,024XX W IOWA ST,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,False,False,1212,12,1,24,26,1160001.0,1905919.0,2015,02/10/2018 03:50:01 PM,41.897551809,-87.687780753,"(41.897551809, -87.687780753)",1400000US1703117031242500
10007242,HY196786,03/24/2015 10:51:00 AM,039XX S LAKE PARK AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,True,True,214,2,4,36,20,1183388.0,1878984.0,2015,02/10/2018 03:50:01 PM,41.823125769,-87.60272595100001,"(41.823125769, -87.602725951)",1400000US1703117031836400
10007243,HY196871,03/24/2015 04:15:00 PM,034XX W CONGRESS PKWY,0820,THEFT,$500 AND UNDER,CTA TRAIN,False,False,1133,11,28,27,06,1153648.0,1897484.0,2015,02/10/2018 03:50:01 PM,41.874534123000004,-87.71133921799999,"(41.874534123, -87.711339218)",1400000US1703117031271400
10007244,HY196703,03/20/2015 09:00:00 PM,042XX W 25TH PL,0266,CRIM SEXUAL ASSAULT,PREDATORY,ALLEY,False,False,1013,10,22,30,02,1148669.0,1886720.0,2015,02/10/2018 03:50:01 PM,41.845093938000005,-87.72989784100001,"(41.845093938, -87.729897841)",1400000US1703117031301802
10007245,HY197000,03/24/2015 04:15:00 PM,021XX W DEVON AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE-GARAGE,False,False,2412,24,50,2,07,1160702.0,1942466.0,2015,02/10/2018 03:50:01 PM,41.997824365,-87.684189426,"(41.997824365, -87.684189426)",1400000US1703117031020901
10007247,HY196977,01/30/2015 09:00:00 AM,073XX S MICHIGAN AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,323,3,6,69,11,1178429.0,1856464.0,2015,02/10/2018 03:50:01 PM,41.761443013000004,-87.621602375,"(41.761443013, -87.621602375)",1400000US1703117031691000
10007248,HY196945,03/24/2015 04:40:00 PM,011XX E 57TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,235,2,5,41,07,1184918.0,1867449.0,2015,02/10/2018 03:50:01 PM,41.791437038000005,-87.597475375,"(41.791437038, -87.597475375)",1400000US1703117031836200
10007249,HY196995,03/06/2015 02:36:00 PM,005XX W ARLINGTON PL,0890,THEFT,FROM BUILDING,APARTMENT,False,False,1935,19,43,7,06,1172257.0,1916656.0,2015,02/10/2018 03:50:01 PM,41.926752801999996,-87.64244852600001,"(41.926752802, -87.642448526)",1400000US1703117031070103
10007250,HY196888,03/22/2015 10:00:00 AM,070XX S MERRILL AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,False,331,3,5,43,26,1191764.0,1858596.0,2015,02/10/2018 03:50:01 PM,41.766980231999995,-87.572660059,"(41.766980232, -87.572660059)",1400000US1703117031430101
10007251,HY197018,03/15/2015 12:30:00 PM,007XX E 60TH ST,0560,ASSAULT,SIMPLE,NURSING HOME/RETIREMENT HOME,False,False,313,3,20,42,08A,1182193.0,1865389.0,2015,02/10/2018 03:50:01 PM,41.785847785,-87.60753105200001,"(41.785847785, -87.607531052)",1400000US1703117031420500
10007253,HY196790,03/24/2015 02:00:00 PM,061XX S THROOP ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,713,7,16,67,26,1168681.0,1863932.0,2015,02/10/2018 03:50:01 PM,41.782151916,-87.657114386,"(41.782151916, -87.657114386)",1400000US1703117031670900
10007254,HY197026,03/24/2015 05:50:00 PM,008XX N STATE ST,0890,THEFT,FROM BUILDING,OTHER,False,False,1832,18,42,8,06,1176219.0,1905920.0,2015,02/10/2018 03:50:01 PM,41.897204241,-87.628214412,"(41.897204241, -87.628214412)",1400000US1703117031081100
10007257,HY196954,03/24/2015 04:39:00 PM,007XX N LAWNDALE AVE,4625,OTHER OFFENSE,PAROLE VIOLATION,VEHICLE NON-COMMERCIAL,True,False,1112,11,27,23,26,1151585.0,1904742.0,2015,02/10/2018 03:50:01 PM,41.894491615,-87.718722846,"(41.894491615, -87.718722846)",1400000US1703117031231500
10007258,HY197081,03/24/2015 06:25:00 PM,002XX E 74TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,323,3,6,69,08B,1179039.0,1856000.0,2015,02/10/2018 03:50:01 PM,41.760155874,-87.61938080200001,"(41.760155874, -87.619380802)",1400000US1703117031691000
10007259,HY197035,03/01/2015 12:01:00 AM,004XX N HAMLIN AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,1122,11,27,23,05,1150981.0,1902598.0,2015,02/10/2018 03:50:01 PM,41.888620109,-87.72099737100001,"(41.888620109, -87.720997371)",1400000US1703117031231500
10007261,HY197059,03/24/2015 05:37:00 PM,008XX N KEDZIE AVE,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,True,False,1121,11,27,23,24,1154891.0,1905271.0,2015,02/10/2018 03:50:01 PM,41.895877613,-87.706566627,"(41.895877613, -87.706566627)",1400000US1703117031836600
10007262,HY196861,03/24/2015 02:41:00 PM,036XX W AUGUSTA BLVD,0560,ASSAULT,SIMPLE,APARTMENT,True,False,1112,11,27,23,08A,1151727.0,1906420.0,2015,02/10/2018 03:50:01 PM,41.899093420999996,-87.71815712899999,"(41.899093421, -87.718157129)",1400000US1703117031231200
10007263,HY196802,03/24/2015 08:00:00 AM,034XX W 61ST ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,False,False,823,8,15,66,05,1154488.0,1863958.0,2015,02/10/2018 03:50:01 PM,41.782517771,-87.709149434,"(41.782517771, -87.709149434)",1400000US1703117031660400
10007264,HY196688,03/24/2015 01:45:00 PM,005XX N LAWNDALE AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,1122,11,27,23,05,1151626.0,1903280.0,2015,02/10/2018 03:50:01 PM,41.890478932,-87.718610734,"(41.890478932, -87.718610734)",1400000US1703117031231500
10007265,HY196442,03/24/2015 09:30:00 AM,0000X N HAMLIN BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1122,11,28,26,08B,1151064.0,1899854.0,2015,02/10/2018 03:50:01 PM,41.881088655,-87.720764494,"(41.881088655, -87.720764494)",1400000US1703117031260100
10007266,HY197023,03/13/2015 01:30:00 PM,111XX S EMERALD AVE,0820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),False,False,2233,22,34,49,06,1173301.0,1830990.0,2015,02/10/2018 03:50:01 PM,41.691653719,-87.641147626,"(41.691653719, -87.641147626)",1400000US1703117031491200
10007269,HY197020,03/24/2015 05:15:00 PM,013XX W GRAND AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,1215,12,27,24,06,1167606.0,1903609.0,2015,02/10/2018 03:50:01 PM,41.891052587,-87.65991517399999,"(41.891052587, -87.659915174)",1400000US1703117031243400
10007270,HY196776,03/24/2015 02:55:00 PM,028XX W 87TH ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,False,False,835,8,18,70,26,1158894.0,1846799.0,2015,02/10/2018 03:50:01 PM,41.735341958,-87.693463563,"(41.735341958, -87.693463563)",
10007271,HY197105,03/24/2015 09:00:00 AM,014XX W GRACE ST,0890,THEFT,FROM BUILDING,"SCHOOL, PUBLIC, BUILDING",False,False,1922,19,44,6,06,1166092.0,1925334.0,2015,02/10/2018 03:50:01 PM,41.950699746,-87.66485338700001,"(41.950699746, -87.664853387)",1400000US1703117031060400
10007272,HY197108,03/24/2015 06:49:00 PM,050XX W MONROE ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,True,False,1533,15,28,25,18,1142499.0,1899184.0,2015,02/10/2018 03:50:01 PM,41.879413544,-87.75223165700001,"(41.879413544, -87.752231657)",1400000US1703117031252201
10007273,HY197037,03/24/2015 01:30:00 PM,039XX W 57TH PL,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,822,8,13,62,05,1151030.0,1866182.0,2015,02/10/2018 03:50:01 PM,41.788688954,-87.721769619,"(41.788688954, -87.721769619)",1400000US1703117031620400
10007274,HY196976,03/13/2015 01:30:00 PM,013XX N LEAVITT ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,False,1424,14,1,24,26,1161499.0,1908708.0,2015,02/10/2018 03:50:01 PM,41.905173981,-87.682201027,"(41.905173981, -87.682201027)",1400000US1703117031241300
10007275,HY196964,03/24/2015 04:25:00 PM,007XX E 87TH ST,4625,OTHER OFFENSE,PAROLE VIOLATION,PARKING LOT/GARAGE(NON.RESID.),True,False,632,6,6,44,26,1182609.0,1847455.0,2015,02/10/2018 03:50:01 PM,41.736625423,-87.60656135,"(41.736625423, -87.60656135)",1400000US1703117031440202
10007282,HY196937,03/24/2015 03:50:00 PM,083XX S MACKINAW AVE,0560,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, BUILDING",False,False,424,4,10,46,08A,1199921.0,1850307.0,2015,02/10/2018 03:50:01 PM,41.74403284,-87.543041152,"(41.74403284, -87.543041152)",1400000US1703117031460200
10007283,HY196940,03/24/2015 10:00:00 AM,024XX N CENTRAL AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,2515,25,30,19,14,1138633.0,1915735.0,2015,02/10/2018 03:50:01 PM,41.924902435999996,-87.76602531299999,"(41.924902436, -87.766025313)",1400000US1703117031190602
10007284,HY196982,03/12/2015 09:00:00 AM,014XX N KOSTNER AVE,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,RESIDENCE,False,False,2533,25,37,23,17,1146783.0,1909087.0,2015,02/10/2018 03:50:01 PM,41.906507796999996,-87.73624827299999,"(41.906507797, -87.736248273)",1400000US1703117031230600
10007287,HY196701,03/24/2015 04:00:00 AM,079XX S STATE ST,0810,THEFT,OVER $500,GAS STATION,False,False,623,6,6,44,06,1177660.0,1852569.0,2015,02/10/2018 03:50:01 PM,41.750772110999996,-87.62453842299999,"(41.750772111, -87.624538423)",1400000US1703117031440300
10007291,HY197112,03/24/2015 07:00:00 PM,009XX N CAMBRIDGE AVE,1330,CRIMINAL TRESPASS,TO LAND,GOVERNMENT BUILDING/PROPERTY,True,False,1823,18,27,8,26,1172510.0,1906353.0,2015,02/10/2018 03:50:01 PM,41.898475258000005,-87.641824107,"(41.898475258, -87.641824107)",1400000US1703117031081900
10007292,HY196586,03/23/2015 08:00:00 AM,087XX S ABERDEEN ST,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",True,False,2222,22,21,71,08B,1170513.0,1846788.0,2015,02/10/2018 03:50:01 PM,41.735066839,-87.650896405,"(41.735066839, -87.650896405)",1400000US1703117031711400
10007293,HY196987,03/24/2015 05:10:00 PM,051XX N DAMEN AVE,0482,BATTERY,AGG PRO.EMP:KNIFE/CUTTING INST,SIDEWALK,True,False,2032,20,47,4,04B,1162071.0,1934314.0,2015,02/10/2018 03:50:01 PM,41.975426398,-87.679382346,"(41.975426398, -87.679382346)",1400000US1703117031040402
10007296,HY197116,03/24/2015 06:10:00 PM,030XX S MICHIGAN AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,False,False,133,1,2,35,11,1177749.0,1884891.0,2015,02/10/2018 03:50:01 PM,41.839464759,-87.62323390799999,"(41.839464759, -87.623233908)",1400000US1703117031839200
10007298,HY197027,03/24/2015 12:00:00 PM,002XX S WACKER DR,0890,THEFT,FROM BUILDING,RESTAURANT,False,False,122,1,2,32,06,1173899.0,1899160.0,2015,02/10/2018 03:50:01 PM,41.87870641,-87.63693686,"(41.87870641, -87.63693686)",1400000US1703117031839100
10007299,HY196695,03/24/2015 01:25:00 PM,008XX S CLAREMONT AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,False,False,1225,12,25,28,11,1160851.0,1896191.0,2015,02/10/2018 03:50:01 PM,41.870839731,-87.684928767,"(41.870839731, -87.684928767)",1400000US1703117031282800
10007300,HY197064,03/24/2015 03:00:00 PM,062XX W 63RD ST,0810,THEFT,OVER $500,DRIVEWAY - RESIDENTIAL,False,False,812,8,23,64,06,1136041.0,1862097.0,2015,02/10/2018 03:50:01 PM,41.777758401,-87.776826934,"(41.777758401, -87.776826934)",1400000US1703117031640600
10007301,HY196918,03/24/2015 10:30:00 AM,041XX S DREXEL BLVD,0820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),False,False,214,2,4,36,06,1182973.0,1877464.0,2015,02/10/2018 03:50:01 PM,41.818964454,-87.60429571799999,"(41.818964454, -87.604295718)",1400000US1703117031836400
10007302,HY197129,03/24/2015 10:00:00 AM,004XX E 63RD ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,312,3,20,42,14,1180227.0,1863334.0,2015,02/10/2018 03:50:01 PM,41.780253982,-87.61480224399999,"(41.780253982, -87.614802244)",1400000US1703117031420600
10007303,HY197085,03/24/2015 06:32:00 PM,069XX S INDIANA AVE,1822,NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,SIDEWALK,True,False,322,3,6,69,18,1178798.0,1858856.0,2015,02/10/2018 03:50:01 PM,41.767998533000004,-87.62017728200001,"(41.767998533, -87.620177282)",1400000US1703117031690400
10007305,HY196682,03/24/2015 11:31:00 AM,047XX W MONROE ST,1360,CRIMINAL TRESPASS,TO VEHICLE,STREET,True,False,1113,11,28,25,26,1144906.0,1899148.0,2015,02/10/2018 03:50:01 PM,41.879269694,-87.74339433799999,"(41.879269694, -87.743394338)",1400000US1703117031252202
10007306,HY196749,03/23/2015 12:00:00 PM,020XX S INDIANA AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,VEHICLE NON-COMMERCIAL,False,False,132,1,2,33,07,1177964.0,1890631.0,2015,02/10/2018 03:50:01 PM,41.855210839,-87.62227056200001,"(41.855210839, -87.622270562)",1400000US1703117031330100
10007307,HY197028,01/15/2015 12:00:00 PM,011XX W 17TH ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,False,False,1235,12,25,31,26,1169204.0,1891900.0,2015,02/10/2018 03:50:01 PM,41.858887646,-87.65438668799999,"(41.858887646, -87.654386688)",1400000US1703117031310600
10007308,HY197093,03/23/2015 04:00:00 PM,036XX N KILBOURN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1731,17,38,16,14,1145786.0,1923705.0,2015,02/10/2018 03:50:01 PM,41.946639977,-87.739538824,"(41.946639977, -87.739538824)",1400000US1703117031161100
10007309,HY196980,03/24/2015 05:00:00 PM,001XX E 115TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE PORCH/HALLWAY,False,False,532,5,9,53,14,1179241.0,1828744.0,2015,02/10/2018 03:50:01 PM,41.68535733,-87.619468829,"(41.68535733, -87.619468829)",1400000US1703117031530100
10007312,HY197056,03/06/2015 12:00:00 PM,008XX S PLYMOUTH CT,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,RESIDENCE,False,False,123,1,2,32,11,1176194.0,1896270.0,2015,02/10/2018 03:50:01 PM,41.870724666,-87.628597294,"(41.870724666, -87.628597294)",1400000US1703117031839000
10007313,HY197076,03/13/2015 12:00:00 PM,042XX S FRANCISCO AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,921,9,14,58,14,1157737.0,1876322.0,2015,02/10/2018 03:50:01 PM,41.816380918,-87.696901934,"(41.816380918, -87.696901934)",1400000US1703117031580502
10007314,HY197061,03/24/2015 05:30:00 PM,048XX S HERMITAGE AVE,0810,THEFT,OVER $500,APARTMENT,True,True,931,9,20,61,06,1165495.0,1872623.0,2015,02/10/2018 03:50:01 PM,41.806069242,-87.668548735,"(41.806069242, -87.668548735)",1400000US1703117031611300
10007315,HY197120,03/24/2015 07:01:00 PM,003XX S CENTRAL AVE,2026,NARCOTICS,POSS: PCP,PARK PROPERTY,True,False,1513,15,29,25,18,1139117.0,1897687.0,2015,02/10/2018 03:50:01 PM,41.875367745,-87.764686426,"(41.875367745, -87.764686426)",1400000US1703117031252101
10007316,HY197101,03/24/2015 06:45:00 PM,102XX S EMERALD AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,2232,22,34,73,18,1173118.0,1836926.0,2015,02/10/2018 03:50:01 PM,41.707947039000004,-87.641643073,"(41.707947039, -87.641643073)",1400000US1703117031730500
10007317,HY196829,03/24/2015 03:00:00 PM,015XX S SACRAMENTO DR,5007,OTHER OFFENSE,OTHER WEAPONS VIOLATION,"SCHOOL, PUBLIC, BUILDING",True,False,1022,10,24,29,26,1156151.0,1892517.0,2015,02/10/2018 03:50:01 PM,41.860854013,-87.702283318,"(41.860854013, -87.702283318)",1400000US1703117031843100
10007319,HY197034,03/24/2015 04:57:00 PM,042XX W DIVISION ST,041A,BATTERY,AGGRAVATED: HANDGUN,STREET,False,False,2534,25,37,23,04B,1147979.0,1907664.0,2015,02/10/2018 03:50:01 PM,41.90258001,-87.73189150200001,"(41.90258001, -87.731891502)",1400000US1703117031842100
10007320,HY197161,03/24/2015 07:25:00 PM,038XX W WILCOX ST,2170,NARCOTICS,POSSESSION OF DRUG EQUIPMENT,STREET,True,False,1122,11,28,26,18,1150744.0,1899060.0,2015,02/10/2018 03:50:01 PM,41.878916094000004,-87.721960292,"(41.878916094, -87.721960292)",1400000US1703117031260800
10007322,HY197160,03/24/2015 07:22:00 PM,004XX E 63RD ST,2027,NARCOTICS,POSS: CRACK,ALLEY,True,False,312,3,20,42,18,1180454.0,1863341.0,2015,02/10/2018 03:50:01 PM,41.780267983,-87.61396981799999,"(41.780267983, -87.613969818)",1400000US1703117031420700
10007323,HY197024,03/24/2015 04:10:00 PM,023XX N PULASKI RD,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,STREET,False,False,2525,25,31,20,11,1149350.0,1915148.0,2015,02/10/2018 03:50:01 PM,41.923090338,-87.726661097,"(41.923090338, -87.726661097)",1400000US1703117031200300
10007324,HY197082,03/24/2015 06:05:00 PM,029XX N ASHLAND AVE,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,True,False,1931,19,32,6,06,1165142.0,1919763.0,2015,02/10/2018 03:50:01 PM,41.935432921,-87.668504341,"(41.935432921, -87.668504341)",1400000US1703117031062700
10007326,HY197053,03/24/2015 06:02:00 PM,026XX W 85TH PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,True,835,8,18,70,08B,1160189.0,1847991.0,2015,02/10/2018 03:50:01 PM,41.738586479,-87.68868645299999,"(41.738586479, -87.688686453)",1400000US1703117031700502
10007327,HY197140,03/24/2015 06:00:00 PM,040XX W 60TH ST,0810,THEFT,OVER $500,STREET,False,False,813,8,13,65,06,1150519.0,1864507.0,2015,02/10/2018 03:50:01 PM,41.784102453,-87.723686844,"(41.784102453, -87.723686844)",1400000US1703117031650200
10007328,HY196897,03/24/2015 04:40:00 PM,034XX S DR MARTIN LUTHER KING JR DR,1310,CRIMINAL DAMAGE,TO PROPERTY,SMALL RETAIL STORE,False,False,211,2,4,35,14,1179475.0,1882236.0,2015,02/10/2018 03:50:01 PM,41.832139915,-87.61698158799999,"(41.832139915, -87.616981588)",1400000US1703117031839500
10007329,HY197164,03/18/2015 12:00:00 PM,062XX S KOLIN AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,False,False,813,8,13,65,05,1148444.0,1862881.0,2015,02/10/2018 03:50:01 PM,41.779680568,-87.731336426,"(41.779680568, -87.731336426)",1400000US1703117031650200
10007330,HY196983,03/24/2015 05:30:00 PM,069XX S HALSTED ST,0460,BATTERY,SIMPLE,CTA BUS,False,False,733,7,6,68,08B,1172163.0,1858942.0,2015,02/10/2018 03:50:01 PM,41.768382919000004,-87.64449500200001,"(41.768382919, -87.644495002)",1400000US1703117031681100
10007331,HY197125,03/24/2015 07:05:00 PM,034XX S DR MARTIN LUTHER KING JR DR,0860,THEFT,RETAIL THEFT,DRUG STORE,False,False,211,2,4,35,06,1179474.0,1882305.0,2015,02/10/2018 03:50:01 PM,41.832329279,-87.61698314600001,"(41.832329279, -87.616983146)",1400000US1703117031839500
10007333,HY197158,02/07/2015 05:00:00 PM,044XX S CALUMET AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,OTHER,False,False,215,2,3,38,26,1179175.0,1875628.0,2015,02/10/2018 03:50:01 PM,41.814013900999996,-87.61828409600001,"(41.814013901, -87.618284096)",1400000US1703117031835800
10007334,HY197045,03/24/2015 09:40:00 AM,018XX W LAWRENCE AVE,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,True,False,2032,20,47,4,06,1163385.0,1931915.0,2015,02/10/2018 03:50:01 PM,41.968815819,-87.674618145,"(41.968815819, -87.674618145)",1400000US1703117031040402
10007335,HY197072,03/24/2015 06:32:00 PM,033XX W DOUGLAS BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1021,10,24,29,08B,1154129.0,1893254.0,2015,02/10/2018 03:50:01 PM,41.862916966,-87.709686019,"(41.862916966, -87.709686019)",1400000US1703117031841500
10007336,HY197110,03/19/2015 06:00:00 PM,021XX W ARGYLE ST,0820,THEFT,$500 AND UNDER,STREET,False,False,2032,20,47,4,06,1161309.0,1933187.0,2015,02/10/2018 03:50:01 PM,41.972349789,-87.682215986,"(41.972349789, -87.682215986)",1400000US1703117031040402
10007337,HY197074,03/24/2015 05:55:00 PM,059XX S MOODY AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,811,8,23,64,18,1136406.0,1864671.0,2015,02/10/2018 03:50:01 PM,41.784815438,-87.775427582,"(41.784815438, -87.775427582)",1400000US1703117031640300
10007338,HY197046,03/10/2015 12:00:00 PM,054XX N WESTERN AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,False,2011,20,40,4,26,1159357.0,1936004.0,2015,02/10/2018 03:50:01 PM,41.980120253,-87.689315961,"(41.980120253, -87.689315961)",1400000US1703117031040100
10007339,HY197103,03/24/2015 06:06:00 PM,078XX S ESSEX AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,True,False,421,4,7,43,18,1194220.0,1853474.0,2015,02/10/2018 03:50:01 PM,41.752865121999996,-87.563825944,"(41.752865122, -87.563825944)",1400000US1703117031431301
10007340,HY197145,03/23/2015 06:00:00 PM,051XX N NORMANDY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,1613,16,41,10,08B,1130917.0,1933700.0,2015,02/10/2018 03:50:01 PM,41.974336965999996,-87.793962469,"(41.974336966, -87.793962469)",1400000US1703117031100700
10007341,HY197118,03/23/2015 02:00:00 PM,082XX S KINGSTON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,True,True,423,4,7,46,14,1194606.0,1850895.0,2015,02/10/2018 03:50:01 PM,41.745778658,-87.562496107,"(41.745778658, -87.562496107)",1400000US1703117031460400
10007342,HY196899,03/22/2015 12:16:00 PM,058XX N OVERHILL AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,False,True,1612,16,41,10,26,1124048.0,1937862.0,2015,02/10/2018 03:50:01 PM,41.985873838,-87.81913047200001,"(41.985873838, -87.819130472)",1400000US1703117031100400
10007343,HY196875,03/24/2015 04:10:00 PM,0000X E 48TH ST,0460,BATTERY,SIMPLE,SIDEWALK,False,False,224,2,3,38,08B,1177697.0,1873224.0,2015,02/10/2018 03:50:01 PM,41.807450733,-87.62377829100001,"(41.807450733, -87.623778291)",1400000US1703117031381400
10007344,HY196999,03/24/2015 05:20:00 PM,001XX N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,111,1,42,32,06,1176352.0,1900927.0,2015,02/10/2018 03:50:01 PM,41.883500186999996,-87.627876698,"(41.883500187, -87.627876698)",1400000US1703117031320100
